// 20k words/01
的	de5
石刻	shi2ke4
书斋	shu1zhai1
信函	xin4han2
夜校	ye4xiao4
优胜劣汰	you1 sheng4 lie4 tai4
振荡	zhen4dang4
磁带	ci2dai4
村头	cun1tou2
大刀阔斧	da4dao1-kuo4fu3
大王	da4wang2
大戏	da4xi4
滴水	di1shui3
叮咛	ding1ning2
高下	gao1xia4
行当	hang2dang5
积水	ji1shui3
金鱼	jin1yu2
决算	jue2suan4
两翼	liang3yi4
屡见不鲜	lü3jian4-bu4xian1
谋杀	mou2sha1
凄惨	qi1can3
呛	qiang4
骚乱	sao1luan4
脱身	tuo1shen1
栩栩如生	xu3xu3 ru2 sheng1
栅栏	zha4lan5
正统	zheng4tong3
专题片	zhuan1ti2pian4
准许	zhun3xu3
自是	zi4shi4
大刀	da4dao1
顶端	ding3duan1
繁琐	fan2suo3
分校	fen1xiao4
干枯	gan1ku1
勾画	gou1hua4
股子	gu3zi5
横跨	heng2kua4
湖畔	hu2pan4
嘉奖	jia1jiang3
靠山	kao4shan1
南洋	nan2yang2
囊括	nang2kuo4
升腾	sheng1teng2
依恋	yi1lian4
依稀	yi1xi1
战地	zhan4di4
忠心	zhong1xin1
// 20k words/17
终极	zhong1ji2
贮藏	zhu4cang2
总行	zong3hang2
纵火	zong4huo3
半边	ban4bian1
刨子	bao4zi5
恶梦	e4meng4
寄宿	ji4su4
竞技体育	jing4ji4 ti3yu4
老两口	lao3liang3kou3
老奶奶	lao3nai3nai5
烙印	lao4yin4
没准儿	mei2zhun3r5
亲历	qin1li4
膳食	shan4shi2
声望	sheng1wang4
松散	song1san3
提心吊胆	ti2 xin1 diao4 dan3
早熟	zao3shu2
绽放	zhan4fang4
中用	zhong1yong4
表现力	biao3xian4li4
畅所欲言	chang4suo3yu4yan2
传导	chuan2dao3
官职	guan1zhi2
何妨	he2fang2
尽心	jin4xin1
经济危机	jing1ji4 wei1ji1
慨然	kai3ran2
路途	lu4tu2
锰	meng3
绵羊	mian2yang2
迫于	po4yu2
随从	sui2cong2
逃生	tao2sheng1
五官	wu3guan1
心虚	xin1//xu1
一席话	yi1xi2hua4
执笔	zhi2bi3
装点	zhuang1dian3
不锈钢	bu4xiu4gang1
成家	cheng2jia1
大车	da4che1
贩运	fan4yun4
分辩	fen1bian4
光头	guang1tou2
贵人	gui4ren2
哄	hong3
接管	jie1guan3
军火	jun1huo3
良策	liang2ce4
羚羊	ling2yang2
南美洲	Nan2mei3zhou1
气度	qi4du4
身段	shen1duan4
瘦小	shou4xiao3
摊点	tan1dian3
先河	xian1he2
学系	xue2xi4
营利	ying2li4
云彩	yun2cai5
指派	zhi3pai4
穿插	chuan1cha1
刺耳	ci4er3
代号	dai4hao4
胆识	dan3shi2
发包	fa1bao1
副总	fu4zong3
挂号	gua4hao4
花坛	hua1tan2
泪眼	lei4yan3
灵芝	ling2zhi1
凝神	ning2shen2
铺盖	pu1gai5
损耗	sun3hao4
台子	tai2zi5
外号	wai4hao4
信得过	xin4de5guo4
兴盛	xing1sheng4
幸免	xing4mian3
掌管	zhang3guan3
整夜	zheng3ye4
正午	zheng4wu3
大悟	da4wu4
鳄鱼	e4yu2
胳臂	ge1bei5
海棠	hai3tang2
花瓣	hua1ban4
还贷	huan2dai4
几分	ji3fen1
落日	luo4ri4
美金	mei3jin1
女方	nü3fang1
气焰	qi4yan4
人中	ren2zhong1
三九	san1jiu3
水道	shui3dao4
探听	tan4ting1
滔滔不绝	tao1tao1 bu4jue2
退休金	tui4xiu1jin1
下狱	xia4yu4
余下	yu2xia4
自理	zi4li3
啊	a1
保龄球	bao3ling2qiu2
报价	bao4jia4
奔流	ben1liu2
比武	bi3wu3
不败之地	bu4bai4zhi1di4
彩旗	cai3qi2
插话	cha1hua4
过冬	guo4dong1
河堤	he2di1
洪亮	hong2liang4
糊里糊涂	hu2li5hu2tu1
继母	ji4mu3
静寂	jing4ji4
抗癌	kang4ai2
嗑	ke1
拦阻	lan2zu3
立意	li4yi4
茅屋	mao2wu1
命脉	ming4mai4
枪杀	qiang1sha1
热泪盈眶	re4lei4 ying2kuang4
杀伤	sha1shang1
上限	shang4xian4
完结	wan2jie2
无话可说	wu2 hua4 ke3 shuo1
一星儿	yi1xing1r5
致敬	zhi4jing4
暗想	an4xiang3
罢了	ba4liao3
百日	bai3ri4
帮困	bang1kun4
盹儿	dun3r5
附带	fu4dai4
关东	Guan1dong1
核潜艇	he2qian2ting3
经不起	jing1bu5qi3
痉挛	jing4luan2
快车道	kuai4che1dao4
缭绕	liao2rao3
路人	lu4ren2
末年	mo4nian2
器件	qi4jian4
牵扯	qian1che3
商城	shang1cheng2
书局	shu1ju2
孝顺	xiao4shun4
谢罪	xie4zui4
一帆风顺	yi4fan1 feng1 shun5
知音	zhi1yin1
碧波	bi4bo1
菜刀	cai4dao1
操练	cao1lian4
船队	chuan2dui4
慈爱	ci4ai4
底部	di3bu4
典籍	dian3ji2
跺脚	duo4jiao3
画报	hua4bao4
环顾	huan2gu4
举证	ju3zheng4
老哥	lao3ge1
录像带	lu4xiang4dai4
马列	Ma3-Lie4
袍子	pao2zi5
巧合	qiao3he2
体态	ti3tai4
腺	xian4
殷墟	Yin1xu1
拥戴	yong1dai4
有意无意	you3yi4-wu2yi4
拙	zhuo1
着眼点	zhuo2yan3dian3
抽搐	chou1chu4
大干	da4gan4
定时	ding4shi2
隔阂	ge2he2
姑息	gu1xi1
洪峰	hong2feng1
花色	hua1se4
澎湃	peng2pai4
认购	ren4gou4
瓮	weng4
巷子	xiang4zi5
心甘	xin1gan1
亚热带	ya4re4dai4
一朝	yi1zhao1
右倾	you4qing1
中锋	zhong1feng1
乘胜	cheng2sheng4
单向	dan1xiang4
方兴未艾	fang1xing1-wei4ai4
馆藏	guan3cang2
海风	hai3feng1
荤	hun1
经常化	jing1chang2hua4
勘测	kan1ce4
玲珑	ling2long2
米饭	mi3fan4
熔	rong2
湿漉漉	shi1lu4lu4
水管	shui3guan3
象征性	xiang4zheng1xing4
异口同声	yi4kou3-tong2sheng1
浴场	yu4chang3
在此期间	zai4 ci3 qi1jian1
中草药	zhong1cao3yao4
大鼓	da4gu3
道口	dao4kou3
对不住	dui4bu5zhu4
甘愿	gan1yuan4
管子	guan3zi5
敬仰	jing4yang3
窘迫	jiong3po4
民房	min2fang2
墓碑	mu4bei1
酿	niang4
赔付	pei2fu4
区间	qu1jian1
权衡	quan2heng2
赛马	sai4ma3
哨所	shao4suo3
盛产	shen4chan3
士大夫	shi4da4fu1
馅	xian4
孝子	xiao4zi3
蓄意	xu4yi4
义理	yi4li3
侄子	zhi2zi5
撰文	zhuan4wen2
阿妈	a1ma1
保重	bao3zhong4
吹牛	chui1niu2
大不了	da4bu5liao3
东汉	Dong1 Han4
分立	fen1li4
和善	he2shan4
集团军	ji2tuan2jun1
剪影	jian3ying3
经办	jing1ban4
巨龙	ju4long2
凯旋	kai3xuan2
默默无闻	mo4mo4-wu2wen2
穷困	qiong2kun4
受挫	shou4cuo4
头版	tou2ban3
阻塞	zu3se4
背道而驰	bei4dao4er2chi2
被害人	bei4hai4ren2
变故	bian4gu4
成见	cheng2jian4
镀	du4
副作用	fu4zuo4yong4
记忆力	ji4yi4li4
矿长	kuang4zhang3
面颊	mian4jia2
难民营	nan4min2ying2
清退	qing1tui4
上风	shang4feng1
绾	wan3
小脚	xiao3jiao3
血汗	xue4han4
音调	yin1diao4
硬性	ying4xing4
育才	yu4cai2
咱家	za2jia1
直截了当	zhi2jie2-liao3dang4
充裕	chong1yu4
第一时间	di4-yi1 shi2jian1
掉过儿	diao4guo4r5
动脑筋	dong4 nao3jin1
发案	fa1an4
滚烫	gun3tang4
奖杯	jiang3bei1
接壤	jie1rang3
决非	jue2fei1
裤裆	ku4dang1
老大难	lao3da4nan2
木棍	mu4gun4
曲目	qu3mu4
日头	ri4tou5
盛况	sheng4kuang4
笋	sun3
无毒	wu2du2
在逃	zai4tao2
备用	bei4yong4
匕首	bi3shou3
钢板	gang1ban3
后宫	hou4gong1
江北	Jiang1bei3
念叨	nian4dao5
善恶	shan4e4
上浮	shang4fu2
睡梦	shui4meng4
无公害蔬菜	wu2gong1hai4 shu1cai4
霞光	xia2guang1
早春	zao3chun1
转弯	zhuan3wan1
啄	zhuo2
自传	zi4zhuan4
字号	zi4hao4
总站	zong3zhan4
坐镇	zuo4zhen4
矮小	ai3xiao3
采写	cai3xie3
发笑	fa1xiao4
帆船	fan1chuan2
感化	gan3hua4
核发	he2fa1
激流	ji1liu2
艰苦卓绝	jian1ku3-zhuo1jue2
连累	lian2lei5
粮农	liang2nong2
面面相觑	mian4mian4-xiang1qu4
皮箱	pi2xiang1
婆家	po2jia1
青菜	qing1cai4
扫兴	sao3xing4
卫兵	wei4bing1
五代	Wu3dai4
武艺	wu3yi4
消瘦	xiao1shou4
行路	xing2lu4
选址	xuan3zhi3
音节	yin1jie2
中线	zhong1xian4
不遗余力	bu4 yi2 yu2li4
出气	chu1qi4
大褂	da4gua4
毒蛇	du2she2
多头	duo1tou2
复印	fu4yin4
割断	ge1duan4
惶惑	huang2huo4
考取	kao3qu3
酷爱	ku4ai4
派员	pai4yuan2
轻柔	qing1rou2
散会	san4hui4
渗出	shen4chu1
时局	shi2ju2
相容	xiang1rong2
战舰	zhan4jian4
众志成城	zhong4zhi4-cheng2cheng2
安抚	an1fu3
必得	bi4dei3
炽热	chi4re4
电冰箱	dian4 bing1xiang1
渡船	du4chuan2
封山育林	feng1shan1-yu4lin2
高发	gao1fa1
高扬	gao1yang2
红润	hong2run4
灰暗	hui1’an4
骄人	jiao1ren2
跤	jiao1
结业	jie2ye4
馕	nang2
生产率	sheng1chan3lü4
十字路口	shi2zi4lu4kou3
肃清	su4qing1
效用	xiao4yong4
熊猫	xiong2mao1
烟火	yan1huo3
英才	ying1cai2
鹦鹉	ying1wu3
原煤	yuan2mei2
杂费	za2fei4
中枢	zhong1shu1
猪圈	zhu1juan4
装载	zhuang1zai4
追缴	zhui1jiao3
挨饿	ai2e4
八成	ba1cheng2
保洁	bao3jie2
菜肴	cai4yao2
沉稳	chen2wen3
疮	chuang1
大张旗鼓	da4zhang1-qi2gu3
低垂	di1chui2
复员	fu4yuan2
各样	ge4yang4
攻占	gong1zhan4
罐子	guan4zi5
红线	hong2xian4
极点	ji2dian3
酒馆	jiu3guan3
蓦然	mo4ran2
泥巴	ni2ba1
漂泊	piao1bo2
棋盘	qi2pan2
杀毒	sha1du2
视窗	shi4chuang1
守将	shou3jiang4
算法	suan4fa3
提早	ti2zao3
贴身	tie1shen1
围巾	wei2jin1
慰藉	wei4jie4
星空	xing1kong1
制宪	zhi4xian4
半封建	ban4feng1jian4
并排	bing4pai2
裁员	cai2yuan2
多姿多彩	duo1zi1-duo1cai3
附着	fu4zhuo2
感召	gan3zhao4
躬身	gong1shen1
故事片	gu4shi5pian4
画儿	hua4r5
交货	jiao1huo4
介绍信	jie4shao4xin4
农奴	nong2nu2
爬行	pa2xing2
切忌	qie4ji4
求生	qiu2sheng1
束手无策	shu4 shou3 wu2 ce4
弹簧	tan2huang2
天意	tian1yi4
推土机	tui1tu3ji1
外甥	wai4sheng1
物化	wu4hua4
印花	yin4hua1
榆树	yu2shu4
战果	zhan4guo3
职守	zhi2shou3
竹竿	zhu2gan1
走时	zou3shi2
作怪	zuo4guai4
抽泣	chou1qi4
初春	chu1chun1
导读	dao3du2
敌视	di2shi4
发卡	fa4qia3
架势	jia4shi5
抗病	kang4bing4
闷热	men1re4
名师	ming2shi1
偏向	pian1xiang4
认罪	ren4zui4
塞外	Sai4wai4
侍女	shi4nü3
衰竭	shuai1jie2
头人	tou2ren2
文言	wen2yan2
显赫	xian3he4
相得益彰	xiang1de2-yi4zhang1
心酸	xin1suan1
异化	yi4hua4
指挥官	zhi3hui1guan1
茁壮	zhuo2zhuang4
白内障	bai2nei4zhang4
财会	cai2kuai4
粗犷	cu1guang3
短裤	duan3ku4
儿孙	er2sun1
格子	ge2zi5
骨子里	gu3zi5li3
惯于	guan4yu2
急匆匆	ji2cong1cong1
戒烟	jie4yan1
空想	kong1xiang3
空缺	kong4que1
累累	lei2lei2
量力而行	liang4li4er2xing2
落选	luo4xuan3
深入浅出	shen1-ru4-qian3-chu1
巍峨	wei1e2
五四运动	Wu3-Si4 Yun4dong4
新生儿	xin1sheng1er2
雄心	xiong2xin1
真个	zhen1ge4
布鞋	bu4xie2
扯皮	che3pi2
定论	ding4lun4
丢弃	diu1qi4
基点	ji1dian3
路网	lu4wang3
没劲	mei2jin4
难言	nan2yan2
酿酒	niang4jiu3
奴役	nu2yi4
喷泉	pen1quan2
山峦	shan1luan2
树皮	shu4pi2
滕	Teng2
头子	tou2zi5
微粒	wei1li4
违禁	wei2jin4
学人	xue2ren2
政体	zheng4ti3
主观主义	zhu3guan1 zhu3yi4
独一无二	du2yi1-wu2er4
犯规	fan4 gui1
荷叶	he2ye4
抗诉	kang4su4
拉拢	la1long3
免疫力	mian3yi4li4
难保	nan2bao3
拍板	pai1ban3
皮肉	pi2rou4
媲美	pi4mei3
青春期	qing1chun1qi1
绕道	rao4dao4
入狱	ru4yu4
铁丝	tie3si1
投递	tou2di4
退货	tui4huo4
陷害	xian4hai4
小道	xiao3dao4
羞耻	xiu1chi3
义诊	yi4zhen3
植株	zhi2zhu1
转运	zhuan3yun4
处世	chu3shi4
存亡	cun2wang2
地产	di4chan3
副职	fu4zhi2
褂子	gua4zi5
荒原	huang1yuan2
火种	huo3zhong3
接二连三	jie1 er4 lian2 san1
近处	jin4chu4
刊载	kan1zai3
老友	lao3you3
脸盆	lian3pen2
临界	lin2jie4
凭空	ping2kong1
如故	ru2gu4
入围	ru4 wei2
上天	shang4tian1
上文	shang4wen2
堂堂正正	tang2tang2-zheng4zheng4
无影无踪	wu2ying3 wu2zong1
谢意	xie4yi4
严守	yan2shou3
义无反顾	yi4wu2fan3gu4
有气	you3qi4
阻断	zu3duan4
病害	bing4hai4
当当	dang4dang4
堵截	du3jie2
端庄	duan1zhuang1
分居	fen1ju1
交互	jiao1hu4
满目	man3mu4
懦弱	nuo4ruo4
枪炮	qiang1pao4
清偿	qing1chang2
惹人	re3ren2
热力	re4li4
散乱	san3luan4
生疏	sheng1shu1
守门员	shou3men2yuan2
听力	ting1li4
隐秘	yin3mi4
赃款	zang1kuan3
被害	bei4hai4
不配	bu4pei4
残暴	can2bao4
抄袭	chao1xi2
超人	chao1ren2
大田	da4tian2
端坐	duan1zuo4
废纸	fei4zhi3
公用事业	gong1yong4 shi4ye4
肌体	ji1ti3
激增	ji1zeng1
教诲	jiao4hui4
接济	jie1ji4
冷风	leng3feng1
遴选	lin2xuan3
贫寒	pin2han2
强攻	qiang2gong1
书报	shu1bao4
斯文	si1wen2
天际	tian1ji4
吐痰	tu3tan2
遐想	xia2xiang3
娴熟	xian2shu2
寨子	zhai4zi5
制动	zhi4dong4
主干	zhu3gan4
鄙视	bi3shi4
长方形	chang2fang1xing2
耳闻目睹	er3wen2-mu4du3
发文	fa1wen2
壕	hao2
居安思危	ju1an1-si1wei1
勒令	le4ling4
论点	lun4dian3
铭	ming2
派头	pai4tou2
墙根	qiang2gen1
清一色	qing1yi1se4
如愿以偿	ru2yuan4-yi3chang2
首例	shou3li4
通缉	tong1ji1
蟋蟀	xi1shuai4
唷	yo1
憎恶	zeng1wu4
滋养	zi1yang3
自责	zi4ze2
百般	bai3ban1
惨遭	can3zao1
导体	dao3ti3
叫卖	jiao4mai4
利索	li4suo5
林海	lin2hai3
论调	lun4diao4
目送	mu4song4
扭亏为盈	niu3kui1-wei2ying2
婆娘	po2niang2
劝解	quan4jie3
热诚	re4cheng2
神学	shen2xue2
栓	shuan1
说不上	shuo1bu5shang4
死地	si3di4
同仁	tong2ren2
卫队	wei4dui4
橡皮	xiang4pi2
遥控	yao2kong4
暂住	zan4zhu4
皱眉	zhou4mei2
变压器	bian4ya1qi4
部族	bu4zu2
财主	cai2zhu5
采煤	cai3mei2
大惊小怪	da4 jing1 xiao3 guai4
斧子	fu3zi5
附有	fu4you3
高炉	gao1lu2
供暖	gong1nuan3
画廊	hua4lang2
獾	huan1
灰心	hui1xin1
揭牌	jie1pai2
结交	jie2jiao1
开馆	kai1guan3
劳苦	lao2ku3
冷冰冰	leng3bing1bing1
灵性	ling2xing4
轮番	lun2fan1
片段	pian4duan4
谦逊	qian1xun4
胜出	sheng4chu1
食宿	shi2su4
受难	shou4nan4
死守	si3shou3
无期徒刑	wu2qi1-tu2xing2
稀奇	xi1qi2
详实	xiang2shi2
翔实	xiang2shi2
小巧	xiao3qiao3
增援	zeng1yuan2
周济	zhou1ji4
装车	zhuang1che1
装潢	zhuang1huang2
自然村	zi4ran2cun1
标榜	biao1bang3
不敢当	bu4 gan3dang1
赤潮	chi4chao2
大气层	da4qi4ceng2
动笔	dong4bi3
飞驰	fei1chi2
计算机网络	ji4suan4ji1 wang3luo4
领地	ling3di4
露水	lu4shui5
能动	neng2dong4
牛皮	niu2pi2
剖面	pou1mian4
前额	qian2’e2
外销	wai4xiao1
小费	xiao3fei4
幸存者	xing4cun2zhe3
野猪	ye3zhu1
置疑	zhi4yi2
便衣	bian4yi1
错觉	cuo4jue2
根深蒂固	gen1 shen1 di4 gu4
翰林	han4lin2
焦躁	jiao1zao4
近郊	jin4jiao1
精益求精	jing1 yi4 qiu2 jing1
冷门	leng3men2
嘹	liao2
没意思	mei2yi4si5
明令	ming2ling4
同业	tong2ye4
文稿	wen2gao3
舞姿	wu3zi1
展销	zhan3xiao1
财产权	cai2chan3quan2
茶话会	cha1hua4 hui4
抽样	chou1yang4
稠	chou2
初冬	chu1dong1
粗大	cu1da4
干校	gan4xiao4
刚性	gang1xing4
火锅	huo3guo1
敬畏	jing4wei4
静谧	jing4mi4
来年	lai2nian2
迷茫	mi2mang2
密谋	mi4mou2
盘问	pan2wen4
取笑	qu3xiao4
认错	ren4cuo4
素来	su4lai2
素描	su4miao2
掩埋	yan3mai2
咬牙切齿	yao3ya2qie4chi3
约会	yue1hui4
真人	zhen1ren2
边关	bian1guan1
车身	che1shen1
分列	fen1lie4
富足	fu4zu2
共商国是	Gong4 shang1 guo2shi4
过道	guo4dao4
集散地	ji2san4di4
伎俩	ji4liang3
讲师	jiang3shi1
口令	kou3ling4
陆路	lu4lu4
门板	men2ban3
木屋	mu4wu1
牧业	mu4ye4
僻静	pi4jing4
删除	shan1chu2
双星	shuang1xing1
天敌	tian1di2
通宵	tong1xiao1
涂抹	tu2mo3
网址	wang3zhi3
相逢	xiang1feng2
星火	xing1huo3
学年	xue2nian2
伊人	yi1ren2
主教	zhu3jiao4
坠入	zhui4ru4
大餐	da4can1
党代会	dang3dai4hui4
动词	dong4ci2
交汇	jiao1hui4
可汗	ke4han2
冒烟	mao4yan1
母爱	mu3’ai4
勤工俭学	qin2gong1-jian3xue2
勤于	qin2 yu2
燃放	ran2fang4
食欲	shi2yu4
受聘	shou4pin4
竖立	shu4li4
跳板	tiao4ban3
王公	wang2gong1
卫视	wei4shi4
佣人	yong1ren2
元朝	Yuan2chao2
终将	zhong1jiang1
字体	zi4ti3
北国	bei3guo2
不拘	bu4ju1
不治	bu4zhi4
财源	cai2yuan2
臭气	chou4qi4
处女	chu3nü3
加班加点	jia1ban1-jia1dian3
建筑群	jian4zhu4qun2
惊天动地	jing1tian1dong4di4
看管	kan1guan3
理赔	li3pei2
亲昵	qin1ni4
蜻蜓	qing1ting2
擎	qing2
调停	tiao2ting2
无味	wu2wei4
信纸	xin4zhi3
选举权	xuan3ju3quan2
转悠	zhuan4you5
爆满	bao4man3
肤	fu1
旅程	lü3cheng2
牦牛	mao2niu2
强健	qiang2jian4
撒娇	sa1jiao1
上吊	shang4diao4
生死存亡	sheng1si3cun2wang2
未雨绸缪	wei4yu3-chou2mou2
无阻	wu2zu3
柏	bai3
报批	bao4pi1
北面	bei3mian4
惨白	can3bai2
喳喳	cha1cha1
冲刷	chong1shua1
出庭	chu1ting2
恍然	huang3ran2
积聚	ji1ju4
明摆着	ming2bai3zhe5
南国	nan2guo2
彷徨	pang2huang2
墙头	qiang2tou2
轻信	qing1xin4
去路	qu4lu4
如火如荼	ru2huo3-ru2tu2
市面	shi4mian4
适量	shi4liang4
舒心	shu1xin1
闲人	xian2ren2
小腿	xiao3tui3
盐酸	yan2suan1
衣冠	yi1-guan1
游说	you2shui4
鱼塘	yu2tang2
原作	yuan2zuo4
质优	zhi4you1
桎梏	zhi4gu4
主页	zhu3ye4
著述	zhu4shu4
总领事	zong3ling3shi4
茶楼	cha2lou2
低落	di1luo4
方能	fang1neng2
赶集	gan3ji2
更迭	geng1die2
公害	gong1hai4
豪爽	hao2shuang3
好意思	hao3yi4si5
华山	Hua4 Shan1
接通	jie1tong1
军品	jun1pin3
梨园	li2yuan2
两弹一星	liang3dan4yi1xing1
赔款	pei2kuan3
皮球	pi2qiu2
日照	ri4zhao4
收视率	shou1shi4lü4
天国	tian1guo2
相助	xiang1zhu4
笑语	xiao4yu3
寻访	xun2fang3
洋车	yang2che1
养人	yang3ren2
罂粟	ying1su4
玉兰	yu4lan2
责无旁贷	ze2wu2pang2dai4
拔地而起	ba2di4er2qi3
不堪设想	bu4kan1 she4xiang3
草鞋	cao3xie2
大展	da4zhan3
道谢	dao4xie4
东宫	dong1gong1
发售	fa1shou4
纷至沓来	fen1zhi4-ta4lai2
根系	gen1xi4
棺木	guan1mu4
哄	hong4
化装	hua4zhuang1
结伴	jie2ban4
科举	ke1ju3
灵巧	ling2qiao3
录制	lu4zhi4
落马	luo4ma3
水渠	shui3qu2
五色	wu3se4
衍生	yan3sheng1
怎奈	zen3nai4
正宗	zheng4zong1
忠告	zhong1gao4
百倍	bai3bei4
茶园	cha2yuan2
槌	chui2
从军	cong2jun1
丢脸	diu1lian3
多谢	duo1xie4
法师	fa3shi1
分得	fen1de2
活动室	huo2dong4shi4
简单化	jian3dan1hua4
今人	jin1ren2
姥爷	lao3ye5
袅袅	niao3niao3
蹒跚	pan2shan1
散装	san3zhuang1
吮	shun3
天王	tian1wang2
相联	xiang1lian2
颜料	yan2liao4
营业税	ying2ye4shui4
杂粮	za2liang2
征询	zheng1xun2
扒	ba1
地下室	di4xia4shi4
俄语	E2yu3
故而	gu4er2
憨厚	han1hou4
火红	huo3hong2
慨叹	kai3tan4
联姻	lian2yin1
零点	ling2dian3
能上能下	neng2shang4-neng2xia4
皮毛	pi2mao2
抢夺	qiang3duo2
收效	shou1xiao4
武官	wu3guan1
欣欣向荣	xin1xin1 xiang4 rong2
凶恶	xiong1’e4
用餐	yong4can1
在野党	zai4ye3dang3
淳朴	chun2pu3
度假村	du4jia4cun1
古文	gu3wen2
记号	ji4hao5
荆棘	jing1ji2
拘谨	ju1jin3
贸易壁垒	mao4yi4 bi4lei3
魔力	mo2li4
声息	sheng1xi1
树丛	shu4cong2
探头	tan4tou2
小商品	xiao3shang1pin3
须要	xu1yao4
学杂费	xue2za2fei4
增殖	zeng1zhi2
政风	zheng4feng1
本息	ben3xi1
常数	chang2shu4
炊烟	chui1yan1
店员	dian4yuan2
分辨率	fen1bian4lü4
高程	gao1cheng2
隔膜	ge2mo2
各抒己见	ge4 shu1 ji3 jian4
功不可没	gong1bu4ke3mo4
好事	hao4shi4
活该	huo2gai1
即兴	ji2xing4
懒洋洋	lan3yang2yang2
老农	lao3nong2
扫黄	sao3huang2
扫盲	sao3mang2
提成	ti2cheng2
围城	wei2cheng2
喜鹊	xi3que5
辛劳	xin1lao2
雪上加霜	xue3 shang4 jia1 shuang1
愈发	yu4fa1
元宵	yuan2xiao1
中秋节	Zhong1qiu1jie2
总政	Zong3zheng4
半路	ban4lu4
弊病	bi4bing4
搭讪	da1shan4
电文	dian4wen2
国学	guo2xue2
教条	jiao4tiao2
老大爷	lao3da4ye5
弄堂	long4tang2
满心	man3xin1
忙乱	mang2luan4
评级	ping2ji2
请愿	qing3yuan4
入室	ru4shi4
升旗	sheng1qi2
提纲	ti2gang1
显示屏	xian3shi4ping2
新月	xin1yue4
炸毁	zha4hui3
中篇小说	zhong1pian1 xiao3shuo1
白眼	bai2yan3
变法	bian4fa3
藏匿	cang2ni4
成像	cheng2xiang4
抽取	chou1qu3
耷拉	da1la5
典故	dian3gu4
掉以轻心	diao4yi3qing1xin1
发红	fa1hong2
滑冰	hua2bing1
欢腾	huan1teng2
开路	kai1lu4
茅草	mao2cao3
权责	quan2ze2
散射	san3she4
手铐	shou3kao4
衰弱	shuai1ruo4
熙熙攘攘	xi1xi1 rang3rang3
引种	yin3zhong4
原籍	yuan2ji2
转眼间	zhuan3yan3jian1
自负	zi4fu4
白日	bai2ri4
常设	chang2she4
传人	chuan2ren2
// 20k words/18
地平线	di4ping2xian4
繁杂	fan2za2
鼓噪	gu3zao4
化纤	hua4xian1
会费	hui4fei4
就地	jiu4di4
科学界	ke1xue2jie4
联袂	lian2mei4
淋漓	lin2li2
美术馆	mei3shu4guan3
男儿	nan2er2
扭动	niu3dong4
泡	pao4
热浪	re4lang4
盛名	sheng4ming2
盛赞	sheng4zan4
随心所欲	sui2xin1suo3yu4
梯子	ti1zi5
投稿	tou2gao3
微不足道	wei1 bu4 zu2 dao4
小菜	xiao3cai4
义气	yi4qi5
藻类	zao3lei4
诏书	zhao4shu1
正版	zheng4ban3
段落	duan4luo4
放屁	fang4pi4
坟地	fen2di4
概论	gai4lun4
个体经济	ge4ti3 jing1ji4
公立	gong1li4
厚实	hou4shi5
混双	hun4shuang1
津津有味	jin1 jin1 you3 wei4
空手	kong1shou3
老外	lao3wai4
肋	lei4
离别	li2bie2
粮仓	liang2cang1
刹车	sha1che1
殊不知	shu1bu4zhi1
水龙头	shui3long2tou2
下地	xia4di4
心满意足	xin1man3 yi4zu2
荧光	ying2guang1
珍宝	zhen1bao3
自给	zi4ji3
蝉联	chan2lian2
大西北	Da4xi1bei3
烦闷	fan2men4
沟壑	gou1he4
孤岛	gu1dao3
广交会	Guang3jiao1hui4
好过	hao3guo4
坏蛋	huai4dan4
金刚	jin1gang1
精深	jing1shen1
料想	liao4xiang3
眉目	mei2mu5
木料	mu4liao4
暖流	nuan3liu2
破绽	po4zhan4
史无前例	shi3wu2qian2li4
颂扬	song4yang2
酸雨	suan1yu3
跆拳道	tai2quan2dao4
调侃	tiao2kan3
铜子儿	tong2zi3r5
武侠	wu3xia2
吸入	xi1ru4
永生	yong3sheng1
有朝一日	you3zhao1-yi1ri4
月薪	yue4xin1
越加	yue4jia1
再者	zai4zhe3
专卖	zhuan1mai4
暗地里	an4di4li5
暴风雨	bao4feng1yu3
备耕	bei4geng1
焙	bei4
哺育	bu3yu4
成全	cheng2quan2
揣摩	chuai3mo2
堤坝	di1ba4
干活儿	gan4 huo2r5
工作服	gong1zuo4fu2
古书	gu3shu1
国有股	guo2you3gu3
海豚	hai3tun2
烘	hong1
回话	hui2hua4
猎人	lie4ren2
情欲	qing2yu4
弱小	ruo4xiao3
世道	shi4dao4
险胜	xian3sheng4
游园	you2yuan2
稚嫩	zhi4nen4
重奖	zhong4jiang3
北纬	bei3wei3
布告	bu4gao4
惩戒	cheng2jie4
触角	chu4jiao3
高中生	gao1zhong1sheng1
夯	hang1
捷报	jie2bao4
精锐	jing1rui4
军车	jun1che1
刻骨铭心	ke4gu3-ming2xin1
客源	ke4yuan2
纽	niu3
柔弱	rou2ruo4
扫黄打非	sao3huang2da3fei1
痛楚	tong4chu3
退却	tui4que4
文雅	wen2ya3
务农	wu4nong2
咸菜	xian2cai4
香火	xiang1huo3
议席	yi4xi2
幼苗	you4miao2
缘由	yuan2you2
照看	zhao4kan4
执导	zhi2dao3
斥责	chi4ze2
传教	chuan2jiao4
党代表	dang3dai4biao3
愤恨	fen4hen4
光华	guang1hua2
核销	he2xiao1
空心	kong1xin1
